RespondentID,Age,Gender,Education,UrbanRural,HealthcareFacilities,SmokingStatus,PhysicalActivities,MedicalConditions,HealthDescription,Acceptability,SideEffectsCov,GoverTrust,Choiceset,Alt,WaitTime,VaccineOrigin,VaccineEfficacy,SideEffects,CashIncentives,Choice,ASC_optout,WaitTime_std,VaccineEfficacy_std,SideEffects_std,CashIncentives_std,chid,alt,age_encoded,gender_encoded,edu_encoded,trust_encoded,med_encoded,med_missing,sidecov_encoded,sidecov_missing,smoking_label,physical_label,side_effect_label
2,65 above,F,Middle school,1,1,2,1,0,4,0,nan,,6,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,2_6,C,5,0,3,,0.0,0,,1,Current,Occasional,None
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,1,A,0,0,0.5,2,800,1,0,-0.74919399,0.059213495,0.575463074,1.821050686,3_1,A,4,1,4,3.0,0.0,0,0.0,0,None,None,Moderate
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,1,B,6,1,0.7,3,50,0,0,1.970858403,0.599900418,1.440764066,-0.586440051,3_1,B,4,1,4,3.0,0.0,0,0.0,0,None,None,Severe
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,1,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,3_1,C,4,1,4,3.0,0.0,0,0.0,0,None,None,None
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,2,A,3,0,0.7,1,200,0,0,0.610832207,0.599900418,-0.289837917,-0.104941904,3_2,A,4,1,4,3.0,0.0,0,0.0,0,None,None,Mild
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,2,B,0,0,0.5,2,50,1,0,-0.74919399,0.059213495,0.575463074,-0.586440051,3_2,B,4,1,4,3.0,0.0,0,0.0,0,None,None,Moderate
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,2,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,3_2,C,4,1,4,3.0,0.0,0,0.0,0,None,None,None
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,3,A,3,1,0.7,3,200,0,0,0.610832207,0.599900418,1.440764066,-0.104941904,3_3,A,4,1,4,3.0,0.0,0,0.0,0,None,None,Severe
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,3,B,1,1,0.95,1,800,0,0,-0.295851925,1.275759071,-0.289837917,1.821050686,3_3,B,4,1,4,3.0,0.0,0,0.0,0,None,None,Mild
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,3,C,0,0,0.0,0,0,1,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,3_3,C,4,1,4,3.0,0.0,0,0.0,0,None,None,None
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,4,A,0,1,0.95,3,800,1,0,-0.74919399,1.275759071,1.440764066,1.821050686,3_4,A,4,1,4,3.0,0.0,0,0.0,0,None,None,Severe
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,4,B,3,0,0.7,3,200,0,0,0.610832207,0.599900418,1.440764066,-0.104941904,3_4,B,4,1,4,3.0,0.0,0,0.0,0,None,None,Severe
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,4,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,3_4,C,4,1,4,3.0,0.0,0,0.0,0,None,None,None
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,5,A,1,0,0.5,1,50,0,0,-0.295851925,0.059213495,-0.289837917,-0.586440051,3_5,A,4,1,4,3.0,0.0,0,0.0,0,None,None,Mild
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,5,B,6,0,0.95,1,200,1,0,1.970858403,1.275759071,-0.289837917,-0.104941904,3_5,B,4,1,4,3.0,0.0,0,0.0,0,None,None,Mild
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,5,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,3_5,C,4,1,4,3.0,0.0,0,0.0,0,None,None,None
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,6,A,6,1,0.95,2,800,1,0,1.970858403,1.275759071,0.575463074,1.821050686,3_6,A,4,1,4,3.0,0.0,0,0.0,0,None,None,Moderate
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,6,B,1,1,0.5,2,50,0,0,-0.295851925,0.059213495,0.575463074,-0.586440051,3_6,B,4,1,4,3.0,0.0,0,0.0,0,None,None,Moderate
3,55-65,M,High school,1,1,0,0,0,1,1,0,0,6,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,3_6,C,4,1,4,3.0,0.0,0,0.0,0,None,None,None
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,1,A,0,1,0.5,2,200,1,0,-0.74919399,0.059213495,0.575463074,-0.104941904,4_1,A,2,1,5,,0.0,0,0.0,0,Former,Frequent,Moderate
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,1,B,3,0,0.95,2,50,0,0,0.610832207,1.275759071,0.575463074,-0.586440051,4_1,B,2,1,5,,0.0,0,0.0,0,Former,Frequent,Moderate
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,1,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,4_1,C,2,1,5,,0.0,0,0.0,0,Former,Frequent,None
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,2,A,3,0,0.7,3,50,0,0,0.610832207,0.599900418,1.440764066,-0.586440051,4_2,A,2,1,5,,0.0,0,0.0,0,Former,Frequent,Severe
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,2,B,6,1,0.5,1,800,0,0,1.970858403,0.059213495,-0.289837917,1.821050686,4_2,B,2,1,5,,0.0,0,0.0,0,Former,Frequent,Mild
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,2,C,0,0,0.0,0,0,1,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,4_2,C,2,1,5,,0.0,0,0.0,0,Former,Frequent,None
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,3,A,1,0,0.7,3,50,0,0,-0.295851925,0.599900418,1.440764066,-0.586440051,4_3,A,2,1,5,,0.0,0,0.0,0,Former,Frequent,Severe
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,3,B,1,0,0.95,2,200,1,0,-0.295851925,1.275759071,0.575463074,-0.104941904,4_3,B,2,1,5,,0.0,0,0.0,0,Former,Frequent,Moderate
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,3,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,4_3,C,2,1,5,,0.0,0,0.0,0,Former,Frequent,None
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,4,A,0,1,0.5,1,800,1,0,-0.74919399,0.059213495,-0.289837917,1.821050686,4_4,A,2,1,5,,0.0,0,0.0,0,Former,Frequent,Mild
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,4,B,6,1,0.95,2,200,0,0,1.970858403,1.275759071,0.575463074,-0.104941904,4_4,B,2,1,5,,0.0,0,0.0,0,Former,Frequent,Moderate
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,4,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,4_4,C,2,1,5,,0.0,0,0.0,0,Former,Frequent,None
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,5,A,6,0,0.7,3,50,0,0,1.970858403,0.599900418,1.440764066,-0.586440051,4_5,A,2,1,5,,0.0,0,0.0,0,Former,Frequent,Severe
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,5,B,3,0,0.95,1,800,0,0,0.610832207,1.275759071,-0.289837917,1.821050686,4_5,B,2,1,5,,0.0,0,0.0,0,Former,Frequent,Mild
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,5,C,0,0,0.0,0,0,1,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,4_5,C,2,1,5,,0.0,0,0.0,0,Former,Frequent,None
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,6,A,0,1,0.7,3,200,1,0,-0.74919399,0.599900418,1.440764066,-0.104941904,4_6,A,2,1,5,,0.0,0,0.0,0,Former,Frequent,Severe
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,6,B,1,1,0.5,1,800,0,0,-0.295851925,0.059213495,-0.289837917,1.821050686,4_6,B,2,1,5,,0.0,0,0.0,0,Former,Frequent,Mild
4,35-44,M,College or University,0,0,1,2,0,4,0,0,,6,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,4_6,C,2,1,5,,0.0,0,0.0,0,Former,Frequent,None
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,1,A,0,0,0.5,2,800,1,0,-0.74919399,0.059213495,0.575463074,1.821050686,5_1,A,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,Moderate
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,1,B,6,1,0.7,3,50,0,0,1.970858403,0.599900418,1.440764066,-0.586440051,5_1,B,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,Severe
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,1,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,5_1,C,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,None
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,2,A,3,0,0.7,1,200,0,0,0.610832207,0.599900418,-0.289837917,-0.104941904,5_2,A,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,Mild
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,2,B,0,0,0.5,2,50,1,0,-0.74919399,0.059213495,0.575463074,-0.586440051,5_2,B,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,Moderate
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,2,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,5_2,C,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,None
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,3,A,3,1,0.7,3,200,0,0,0.610832207,0.599900418,1.440764066,-0.104941904,5_3,A,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,Severe
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,3,B,1,1,0.95,1,800,0,0,-0.295851925,1.275759071,-0.289837917,1.821050686,5_3,B,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,Mild
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,3,C,0,0,0.0,0,0,1,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,5_3,C,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,None
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,4,A,0,1,0.95,3,800,1,0,-0.74919399,1.275759071,1.440764066,1.821050686,5_4,A,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,Severe
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,4,B,3,0,0.7,3,200,0,0,0.610832207,0.599900418,1.440764066,-0.104941904,5_4,B,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,Severe
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,4,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,5_4,C,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,None
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,5,A,1,0,0.5,1,50,0,0,-0.295851925,0.059213495,-0.289837917,-0.586440051,5_5,A,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,Mild
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,5,B,6,0,0.95,1,200,1,0,1.970858403,1.275759071,-0.289837917,-0.104941904,5_5,B,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,Mild
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,5,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,5_5,C,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,None
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,6,A,6,1,0.95,2,800,1,0,1.970858403,1.275759071,0.575463074,1.821050686,5_6,A,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,Moderate
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,6,B,1,1,0.5,2,50,0,0,-0.295851925,0.059213495,0.575463074,-0.586440051,5_6,B,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,Moderate
5,18-34,M,Middle school,1,1,0,2,1,4,0,0,1,6,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,5_6,C,1,1,3,4.0,1.0,0,0.0,0,None,Frequent,None
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,1,A,0,0,0.5,2,800,1,0,-0.74919399,0.059213495,0.575463074,1.821050686,6_1,A,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,Moderate
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,1,B,6,1,0.7,3,50,0,0,1.970858403,0.599900418,1.440764066,-0.586440051,6_1,B,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,Severe
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,1,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,6_1,C,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,None
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,2,A,3,0,0.7,1,200,0,0,0.610832207,0.599900418,-0.289837917,-0.104941904,6_2,A,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,Mild
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,2,B,0,0,0.5,2,50,1,0,-0.74919399,0.059213495,0.575463074,-0.586440051,6_2,B,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,Moderate
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,2,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,6_2,C,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,None
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,3,A,3,1,0.7,3,200,0,0,0.610832207,0.599900418,1.440764066,-0.104941904,6_3,A,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,Severe
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,3,B,1,1,0.95,1,800,0,0,-0.295851925,1.275759071,-0.289837917,1.821050686,6_3,B,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,Mild
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,3,C,0,0,0.0,0,0,1,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,6_3,C,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,None
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,4,A,0,1,0.95,3,800,1,0,-0.74919399,1.275759071,1.440764066,1.821050686,6_4,A,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,Severe
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,4,B,3,0,0.7,3,200,0,0,0.610832207,0.599900418,1.440764066,-0.104941904,6_4,B,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,Severe
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,4,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,6_4,C,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,None
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,5,A,1,0,0.5,1,50,0,0,-0.295851925,0.059213495,-0.289837917,-0.586440051,6_5,A,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,Mild
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,5,B,6,0,0.95,1,200,1,0,1.970858403,1.275759071,-0.289837917,-0.104941904,6_5,B,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,Mild
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,5,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,6_5,C,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,None
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,6,A,6,1,0.95,2,800,1,0,1.970858403,1.275759071,0.575463074,1.821050686,6_6,A,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,Moderate
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,6,B,1,1,0.5,2,50,0,0,-0.295851925,0.059213495,0.575463074,-0.586440051,6_6,B,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,Moderate
6,65 above,F,College or University,1,0,1,2,1,4,1,0,0,6,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,6_6,C,5,0,5,3.0,1.0,0,0.0,0,Former,Frequent,None
7,55-65,F,High school,1,0,1,0,0,4,1,0,0,1,A,1,1,0.5,2,800,0,0,-0.295851925,0.059213495,0.575463074,1.821050686,7_1,A,4,0,4,3.0,0.0,0,0.0,0,Former,None,Moderate
7,55-65,F,High school,1,0,1,0,0,4,1,0,0,1,B,0,0,0.7,1,50,1,0,-0.74919399,0.599900418,-0.289837917,-0.586440051,7_1,B,4,0,4,3.0,0.0,0,0.0,0,Former,None,Mild
7,55-65,F,High school,1,0,1,0,0,4,1,0,0,1,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,7_1,C,4,0,4,3.0,0.0,0,0.0,0,Former,None,None
7,55-65,F,High school,1,0,1,0,0,4,1,0,0,2,A,3,1,0.5,3,800,1,0,0.610832207,0.059213495,1.440764066,1.821050686,7_2,A,4,0,4,3.0,0.0,0,0.0,0,Former,None,Severe
7,55-65,F,High school,1,0,1,0,0,4,1,0,0,2,B,6,0,0.7,1,200,0,0,1.970858403,0.599900418,-0.289837917,-0.104941904,7_2,B,4,0,4,3.0,0.0,0,0.0,0,Former,None,Mild
7,55-65,F,High school,1,0,1,0,0,4,1,0,0,2,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,7_2,C,4,0,4,3.0,0.0,0,0.0,0,Former,None,None
7,55-65,F,High school,1,0,1,0,0,4,1,0,0,3,A,1,0,0.95,3,200,0,0,-0.295851925,1.275759071,1.440764066,-0.104941904,7_3,A,4,0,4,3.0,0.0,0,0.0,0,Former,None,Severe
7,55-65,F,High school,1,0,1,0,0,4,1,0,0,3,B,1,1,0.7,1,50,1,0,-0.295851925,0.599900418,-0.289837917,-0.586440051,7_3,B,4,0,4,3.0,0.0,0,0.0,0,Former,None,Mild
7,55-65,F,High school,1,0,1,0,0,4,1,0,0,3,C,0,0,0.0,0,0,0,1,-0.74919399,-1.292503811,-1.155138909,-0.746939434,7_3,C,4,0,4,3.0,0.0,0,0.0,0,Former,None,None
7,55-65,F,High school,1,0,1,0,0,4,1,0,0,4,A,3,1,0.95,3,800,1,0,0.610832207,1.275759071,1.440764066,1.821050686,7_4,A,4,0,4,3.0,0.0,0,0.0,0,Former,None,Severe
